county_name,county_fips,lat,long
Autauga County,1001.0,32.5322367,-86.6464395
Baldwin County,1003.0,30.659218300000003,-87.74606659999999
Barbour County,1005.0,31.870253100000003,-85.40510350000001
Bibb County,1007.0,33.0158929,-87.12714749999999
Blount County,1009.0,33.977357500000004,-86.56644
Bullock County,1011.0,32.1017589,-85.7172613
Butler County,1013.0,31.751666999999998,-86.6819689
Calhoun County,1015.0,33.7705162,-85.8279089
Chambers County,1017.0,32.9155039,-85.3940321
Cherokee County,1019.0,34.0695153,-85.6542417
Chilton County,1021.0,32.854051399999996,-86.7266071
Choctaw County,1023.0,31.990953899999997,-88.24888940000001
Clarke County,1025.0,31.685521100000003,-87.8186244
Clay County,1027.0,33.2703999,-85.8635254
Cleburne County,1029.0,33.671963700000006,-85.5161261
Coffee County,1031.0,31.402258000000003,-85.9896022
Colbert County,1033.0,34.703112,-87.8014569
Conecuh County,1035.0,31.4309257,-86.98872209999999
Coosa County,1037.0,32.9314453,-86.2434818
Covington County,1039.0,31.2439873,-86.44872059999999
Crenshaw County,1041.0,31.732825599999998,-86.3192219
Cullman County,1043.0,34.1319229,-86.8692666
Dale County,1045.0,31.430653600000003,-85.609476
Dallas County,1047.0,32.3335397,-87.1143556
DeKalb County,1049.0,34.460929,-85.80399200000001
Elmore County,1051.0,32.597229,-86.1427347
Escambia County,1053.0,31.122286699999997,-87.16840970000001
Etowah County,1055.0,34.0476407,-86.0342629
Fayette County,1057.0,33.7161568,-87.7642923
Franklin County,1059.0,34.4419892,-87.84281440000001
Geneva County,1061.0,31.0923822,-85.8210224
Greene County,1063.0,32.844496500000005,-87.9642005
Hale County,1065.0,32.7527958,-87.6230608
Henry County,1067.0,31.516977899999997,-85.2399712
Houston County,1069.0,31.158183100000002,-85.29641109999999
Jackson County,1071.0,34.764114,-85.9800556
Marshall County,1095.0,34.309563700000005,-86.3216681
Mobile County,1097.0,30.684572499999998,-88.1965682
Monroe County,1099.0,31.580332399999996,-87.3832656
Montgomery County,1101.0,32.2028812,-86.2044615
Morgan County,1103.0,34.4544844,-86.84640209999999
Perry County,1105.0,32.6390053,-87.29382690000001
Pickens County,1107.0,33.296793300000004,-88.0968631
Pike County,1109.0,31.798650800000004,-85.9416035
Randolph County,1111.0,33.296475300000004,-85.4640679
Russell County,1113.0,32.289811300000004,-85.18697979999999
Shelby County,1117.0,33.2630428,-86.6780894
St. Clair County,1115.0,33.712962700000006,-86.3156631
Jefferson County,1073.0,33.5534439,-86.8965359
Lamar County,1075.0,33.7870852,-88.0874309
Lauderdale County,1077.0,34.9041221,-87.65099659999998
Lawrence County,1079.0,34.529776,-87.3218651
Lee County,1081.0,32.6040644,-85.3530477
Limestone County,1083.0,34.810238700000006,-86.9813995
Lowndes County,1085.0,32.147888,-86.65058590000001
Macon County,1087.0,32.3870267,-85.692887
Madison County,1089.0,34.7642377,-86.5510802
Marengo County,1091.0,32.2475911,-87.79109100000001
Marion County,1093.0,34.1382194,-87.881551
Anchorage Municipality,2020.0,61.174250300000004,-149.2843294
Bethel Census Area,2050.0,60.9291413,-160.1526246
Bristol Bay Borough,2060.0,58.7416473,-156.9669094
Denali Borough,2068.0,63.682038600000006,-150.0270164
Dillingham Census Area,2070.0,59.5433255,-158.2671226
Fairbanks North Star Borough,2090.0,64.6760436,-146.5481586
Haines Borough,2100.0,59.0984037,-135.5757906
Juneau City and Borough,2110.0,58.372909899999996,-134.17844540000002
Kenai Peninsula Borough,2122.0,60.360766000000005,-152.0526403
Ketchikan Gateway Borough,2130.0,55.4499378,-131.10668470000002
Kodiak Island Borough,2150.0,57.7044003,-153.9183721
Sumter County,1119.0,32.597481099999996,-88.2000571
Talladega County,1121.0,33.369313500000004,-86.1759302
Tallapoosa County,1123.0,32.8633076,-85.7996176
Tuscaloosa County,1125.0,33.2902197,-87.52278340000001
Walker County,1127.0,33.7915581,-87.3010936
Washington County,1129.0,31.405217200000003,-88.1975644
Wilcox County,1131.0,31.990082399999995,-87.3049349
Winston County,1133.0,34.1545665,-87.3653458
Aleutians East Borough,2013.0,55.245043700000004,-161.9974772
Aleutians West Census Area,2016.0,51.948964000000004,179.6211882
Kusilvak Census Area,2158.0,62.2835878,-163.19017140000003
Lake and Peninsula Borough,2164.0,58.10850670000001,-156.4134134
Matanuska-Susitna Borough,2170.0,62.2790939,-149.6190939
Nome Census Area,2180.0,64.7836858,-164.1889119
North Slope Borough,2185.0,69.4493427,-153.4728302
Northwest Arctic Borough,2188.0,67.0050655,-160.0210864
Petersburg Borough,2195.0,57.1124581,-133.0085979
Prince of Wales-Hyder Census Area,2198.0,55.6827733,-133.1623885
Sitka City and Borough,2220.0,57.1932044,-135.3673965
Southeast Fairbanks Census Area,2240.0,63.864997200000005,-143.21862819999998
Valdez-Cordova Census Area,2261.0,61.3498431,-145.02310930000002
Wrangell City and Borough,2275.0,56.317416,-132.343978
Yukon-Koyukuk Census Area,2290.0,65.3757271,-151.5778496
Apache County,4001.0,35.385084,-109.4901722
Cochise County,4003.0,31.8401287,-109.77516270000001
Coconino County,4005.0,35.8296919,-111.7737277
Gila County,4007.0,33.7896177,-110.8118696
Graham County,4009.0,32.9318277,-109.8783103
Greenlee County,4011.0,33.2388723,-109.2423231
La Paz County,4012.0,33.727610399999996,-114.03880600000001
Conway County,5029.0,35.265702000000005,-92.6892479
Craighead County,5031.0,35.8277285,-90.6314213
Crawford County,5033.0,35.5830114,-94.23621870000001
Crittenden County,5035.0,35.211878799999994,-90.3153317
Cross County,5037.0,35.285692100000006,-90.7639835
Dallas County,5039.0,33.96782329999999,-92.6539989
Desha County,5041.0,33.8287519,-91.24410340000001
Drew County,5043.0,33.587241799999994,-91.7227781
Faulkner County,5045.0,35.14654779999999,-92.3369277
Franklin County,5047.0,35.5085579,-93.8876647
Fulton County,5049.0,36.383619200000005,-91.8196636
Garland County,5051.0,34.5788523,-93.1469323
Grant County,5053.0,34.285568299999994,-92.42297940000002
Greene County,5055.0,36.1206072,-90.5663459
Hempstead County,5057.0,33.735953,-93.6643553
Hot Spring County,5059.0,34.3151767,-92.9441474
Howard County,5061.0,34.0830639,-93.99093149999999
Independence County,5063.0,35.7374992,-91.55994229999999
Izard County,5065.0,36.0948792,-91.9136252
Jackson County,5067.0,35.5964674,-91.2232051
Jefferson County,5069.0,34.277239,-91.929673
Johnson County,5071.0,35.5733586,-93.4663223
Lafayette County,5073.0,33.240629399999996,-93.611514
Lawrence County,5075.0,36.041098299999994,-91.10115290000002
Baxter County,5005.0,36.280268400000004,-92.3299488
Benton County,5007.0,36.3378189,-94.2562984
Boone County,5009.0,36.3042991,-93.0792364
Bradley County,5011.0,33.4665491,-92.1691559
Calhoun County,5013.0,33.5604604,-92.513879
Carroll County,5015.0,36.3373704,-93.5409718
Chicot County,5017.0,33.2671393,-91.2971578
Clark County,5019.0,34.0533162,-93.1762085
Clay County,5021.0,36.3673021,-90.4187041
Cleburne County,5023.0,35.5663146,-92.0599504
Cleveland County,5025.0,33.8932006,-92.1887141
Columbia County,5027.0,33.2230377,-93.2328433
Maricopa County,4013.0,33.3451756,-112.4989297
Mohave County,4015.0,35.717705,-113.74968909999998
Navajo County,4017.0,35.3907852,-110.32102479999999
Pima County,4019.0,32.128042699999995,-111.7836574
Pinal County,4021.0,32.9185209,-111.36633959999999
Santa Cruz County,4023.0,31.525733000000002,-110.84522779999999
Yavapai County,4025.0,34.631071,-112.5772247
Yuma County,4027.0,32.7739424,-113.910905
Arkansas County,5001.0,34.2895697,-91.37654659999998
Ashley County,5003.0,33.1908354,-91.7722672
Lee County,5077.0,34.7795048,-90.77971720000001
Lincoln County,5079.0,33.957675,-91.7276258
Little River County,5081.0,33.699496999999994,-94.22977409999999
Logan County,5083.0,35.21865379999999,-93.7209102
Lonoke County,5085.0,34.7551137,-91.894132
Madison County,5087.0,36.012545200000005,-93.72405309999999
Marion County,5089.0,36.2666636,-92.6785765
Miller County,5091.0,33.3055054,-93.90150179999999
Mississippi County,5093.0,35.766943700000006,-90.0522072
Monroe County,5095.0,34.679511700000006,-91.20330990000001
Montgomery County,5097.0,34.545655700000005,-93.664153
Nevada County,5099.0,33.6666991,-93.30507159999999
Newton County,5101.0,35.910742299999995,-93.2158984
Yell County,5149.0,34.997713299999994,-93.4083032
Alameda County,6001.0,37.647138500000004,-121.91248799999998
Alpine County,6003.0,38.6217831,-119.79835220000001
Amador County,6005.0,38.443550099999996,-120.65385630000002
Butte County,6007.0,39.6659588,-121.6019188
Calaveras County,6009.0,38.183899600000004,-120.5614415
Colusa County,6011.0,39.177738500000004,-122.2375629
Contra Costa County,6013.0,37.919478999999995,-121.95154309999998
Del Norte County,6015.0,41.763958,-124.00361399999998
El Dorado County,6017.0,38.7856116,-120.53422450000001
Fresno County,6019.0,36.7610058,-119.65501929999999
Ouachita County,5103.0,33.5911684,-92.87841309999999
Perry County,5105.0,34.9463629,-92.92687729999999
Phillips County,5107.0,34.4236874,-90.8555931
Pike County,5109.0,34.1581907,-93.6586589
Poinsett County,5111.0,35.568870200000006,-90.6811037
Polk County,5113.0,34.4909149,-94.23088409999998
Pope County,5115.0,35.456557000000004,-93.0268181
Prairie County,5117.0,34.831116200000004,-91.5536205
Pulaski County,5119.0,34.7703106,-92.312996
Randolph County,5121.0,36.3412985,-91.0284409
Saline County,5125.0,34.6485246,-92.674463
Scott County,5127.0,34.858869299999995,-94.0636413
Searcy County,5129.0,35.896386799999995,-92.6958884
Sebastian County,5131.0,35.1969808,-94.27498890000001
Sevier County,5133.0,33.9948773,-94.2432792
Sharp County,5135.0,36.1733989,-91.4710689
St. Francis County,5123.0,35.0228383,-90.75150529999999
Stone County,5137.0,35.8570011,-92.1404819
Union County,5139.0,33.168218599999996,-92.5981447
Van Buren County,5141.0,35.5829532,-92.5159757
Washington County,5143.0,35.978001,-94.2172695
White County,5145.0,35.2551175,-91.7530339
Woodruff County,5147.0,35.1927768,-91.2445353
Santa Clara County,6085.0,37.2206954,-121.6905097
Santa Cruz County,6087.0,37.012488299999994,-122.007205
Shasta County,6089.0,40.7605142,-122.04355559999999
Sierra County,6091.0,39.576925200000005,-120.5219926
Siskiyou County,6093.0,41.5879861,-122.5332868
Solano County,6095.0,38.2672255,-121.939594
Sonoma County,6097.0,38.5251824,-122.9261095
Stanislaus County,6099.0,37.5623162,-121.0028311
Sutter County,6101.0,39.036189799999995,-121.7039397
Tehama County,6103.0,40.126157299999996,-122.2322737
Trinity County,6105.0,40.6478033,-123.114476
Tulare County,6107.0,36.2288339,-118.7810551
Glenn County,6021.0,39.602546200000006,-122.40169979999999
Humboldt County,6023.0,40.7066554,-123.9261757
Imperial County,6025.0,33.0408143,-115.3554001
Inyo County,6027.0,36.561977,-117.4039269
Kern County,6029.0,35.3466288,-118.7295064
Kings County,6031.0,36.072478000000004,-119.8155301
Lake County,6033.0,39.0948019,-122.74675690000001
Lassen County,6035.0,40.7210862,-120.62995179999999
Los Angeles County,6037.0,34.1963983,-118.26186159999999
Madera County,6039.0,37.2098213,-119.7498023
Marin County,6041.0,38.0518169,-122.74597379999999
Mariposa County,6043.0,37.5700295,-119.91286129999999
Sacramento County,6067.0,38.4500161,-121.34044080000001
San Benito County,6069.0,36.611650700000006,-121.0858108
San Bernardino County,6071.0,34.857219799999996,-116.1811967
San Diego County,6073.0,33.0236041,-116.77611740000002
San Francisco County,6075.0,37.7272391,-123.0322294
San Joaquin County,6077.0,37.9349815,-121.272244
San Luis Obispo County,6079.0,35.3852242,-120.4475445
San Mateo County,6081.0,37.414672499999995,-122.3715457
Santa Barbara County,6083.0,34.53705720000001,-120.03997290000001
Mendocino County,6045.0,39.4323876,-123.4428811
Merced County,6047.0,37.194806299999996,-120.72280190000001
Modoc County,6049.0,41.5929185,-120.71837040000001
Mono County,6051.0,37.915836299999995,-118.8751668
Monterey County,6053.0,36.240107,-121.3155723
Napa County,6055.0,38.5070999,-122.3259045
Nevada County,6057.0,39.2975082,-120.7713429
